order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_net_amount,line_vat_amount,promotion_id
OI0021088,ORD004428,P0010,2,1.1,0.0,2.2,0.0,
OI0021089,ORD004429,P0041,2,2.4,0.0,4.8,0.0,
OI0021090,ORD004429,P0008,1,2.1,0.0,2.1,0.0,
OI0021091,ORD004429,P0046,1,1.9,0.0,1.9,0.38,
OI0021092,ORD004430,P0057,3,6.5,0.0,19.5,3.9,
OI0021093,ORD004430,P0063,1,1.8,0.0,1.8,0.36,
OI0021094,ORD004430,P0053,1,1.2,0.0,1.2,0.24,
OI0021095,ORD004430,P0044,2,1.1,0.0,2.2,0.0,
OI0021096,ORD004431,P0064,1,1.5,0.0,1.5,0.3,
OI0021097,ORD004431,P0032,1,3.5,0.0,3.5,0.0,
OI0021098,ORD004432,P0026,4,7.2,0.0,28.8,0.0,
OI0021099,ORD004432,P0042,3,2.0,0.0,6.0,0.0,
OI0021100,ORD004432,P0051,1,2.1,0.0,2.1,0.42,
OI0021101,ORD004432,P0045,2,3.0,0.0,6.0,1.2,
OI0021102,ORD004432,P0031,1,2.6,0.0,2.6,0.0,
OI0021103,ORD004433,P0016,1,2.0,0.0,2.0,0.0,
OI0021104,ORD004433,P0061,1,2.6,0.0,2.6,0.52,
OI0021105,ORD004433,P0047,1,1.85,0.0,1.85,0.37,
OI0021106,ORD004434,P0022,1,2.75,0.0,2.75,0.0,
OI0021107,ORD004434,P0017,2,1.3,0.0,2.6,0.0,
OI0021108,ORD004435,P0007,1,0.95,0.0,0.95,0.0,
OI0021109,ORD004435,P0062,1,3.2,0.0,3.2,0.64,
OI0021110,ORD004435,P0005,1,2.0,0.0,2.0,0.0,
OI0021111,ORD004435,P0035,3,0.95,0.28,2.56,0.0,PROMO001
OI0021112,ORD004436,P0026,3,7.2,0.0,21.6,0.0,
OI0021113,ORD004436,P0019,2,3.2,0.0,6.4,0.0,
OI0021114,ORD004436,P0066,1,2.6,0.0,2.6,0.52,
OI0021115,ORD004437,P0040,2,3.0,0.0,6.0,0.0,
OI0021116,ORD004437,P0018,1,1.2,0.0,1.2,0.0,
OI0021117,ORD004437,P0005,1,2.0,0.3,1.7,0.0,PROMO002
OI0021118,ORD004438,P0036,2,2.2,0.0,4.4,0.0,
OI0021119,ORD004438,P0046,4,1.9,0.0,7.6,1.52,
OI0021120,ORD004438,P0064,3,1.5,0.0,4.5,0.9,
OI0021121,ORD004438,P0047,4,1.85,0.0,7.4,1.48,
OI0021122,ORD004438,P0038,2,0.85,0.17,1.53,0.0,PROMO001
OI0021123,ORD004438,P0052,2,0.9,0.0,1.8,0.36,
OI0021124,ORD004439,P0007,4,0.95,0.0,3.8,0.0,
OI0021125,ORD004439,P0057,2,6.5,0.0,13.0,2.6,
OI0021126,ORD004439,P0038,2,0.85,0.0,1.7,0.0,
OI0021127,ORD004439,P0035,3,0.95,0.0,2.85,0.0,
OI0021128,ORD004439,P0044,2,1.1,0.0,2.2,0.0,
OI0021129,ORD004440,P0008,1,2.1,0.0,2.1,0.0,
OI0021130,ORD004440,P0011,3,1.85,0.0,5.55,0.0,
OI0021131,ORD004440,P0038,3,0.85,0.0,2.55,0.0,
OI0021132,ORD004440,P0005,1,2.0,0.0,2.0,0.0,
OI0021133,ORD004440,P0040,2,3.0,0.0,6.0,0.0,
OI0021134,ORD004440,P0061,2,2.6,0.0,5.2,1.04,
OI0021135,ORD004441,P0040,1,3.0,0.0,3.0,0.0,
OI0021136,ORD004442,P0040,3,3.0,0.0,9.0,0.0,
OI0021137,ORD004442,P0018,1,1.2,0.0,1.2,0.0,
OI0021138,ORD004442,P0019,1,3.2,0.0,3.2,0.0,
OI0021139,ORD004443,P0040,6,3.0,0.0,18.0,0.0,
OI0021140,ORD004443,P0057,1,6.5,0.0,6.5,1.3,
OI0021141,ORD004443,P0018,1,1.2,0.0,1.2,0.0,
OI0021142,ORD004444,P0006,1,1.5,0.0,1.5,0.0,
OI0021143,ORD004444,P0064,3,1.5,0.0,4.5,0.9,
OI0021144,ORD004444,P0023,2,1.6,0.0,3.2,0.0,
OI0021145,ORD004444,P0025,1,4.8,0.0,4.8,0.0,
OI0021146,ORD004444,P0063,2,1.8,0.0,3.6,0.72,
OI0021147,ORD004445,P0060,1,2.2,0.0,2.2,0.44,
OI0021148,ORD004445,P0042,1,2.0,0.0,2.0,0.0,
OI0021149,ORD004446,P0051,2,2.1,0.0,4.2,0.84,
OI0021150,ORD004446,P0056,1,1.8,0.0,1.8,0.36,
OI0021151,ORD004446,P0036,4,2.2,0.0,8.8,0.0,
OI0021152,ORD004446,P0038,2,0.85,0.0,1.7,0.0,
OI0021153,ORD004446,P0006,1,1.5,0.0,1.5,0.0,
OI0021154,ORD004447,P0012,1,3.2,0.0,3.2,0.0,
OI0021155,ORD004448,P0028,4,2.3,0.0,9.2,0.0,
OI0021156,ORD004448,P0062,1,3.2,0.0,3.2,0.64,
OI0021157,ORD004448,P0010,3,1.1,0.0,3.3,0.0,
OI0021158,ORD004448,P0019,2,3.2,0.0,6.4,0.0,
OI0021159,ORD004449,P0045,1,3.0,0.0,3.0,0.6,
OI0021160,ORD004449,P0018,2,1.2,0.0,2.4,0.0,
OI0021161,ORD004449,P0053,1,1.2,0.0,1.2,0.24,
OI0021162,ORD004449,P0040,1,3.0,0.3,2.7,0.0,PROMO001
OI0021163,ORD004449,P0032,2,3.5,0.0,7.0,0.0,
OI0021164,ORD004449,P0026,1,7.2,0.0,7.2,0.0,
OI0021165,ORD004450,P0051,1,2.1,0.0,2.1,0.42,
OI0021166,ORD004450,P0042,1,2.0,0.0,2.0,0.0,
OI0021167,ORD004450,P0009,1,3.0,0.0,3.0,0.0,
OI0021168,ORD004450,P0056,1,1.8,0.0,1.8,0.36,
OI0021169,ORD004450,P0005,3,2.0,0.0,6.0,0.0,
OI0021170,ORD004451,P0053,1,1.2,0.0,1.2,0.24,
OI0021171,ORD004451,P0030,1,1.7,0.0,1.7,0.0,
OI0021172,ORD004451,P0016,2,2.0,0.0,4.0,0.0,
OI0021173,ORD004452,P0061,1,2.6,0.0,2.6,0.52,
OI0021174,ORD004452,P0016,1,2.0,0.0,2.0,0.0,
OI0021175,ORD004452,P0062,3,3.2,0.0,9.6,1.92,
OI0021176,ORD004453,P0010,1,1.1,0.0,1.1,0.0,
OI0021177,ORD004453,P0034,4,1.8,0.0,7.2,0.0,
OI0021178,ORD004453,P0012,1,3.2,0.0,3.2,0.0,
OI0021179,ORD004453,P0054,1,1.7,0.0,1.7,0.34,
OI0021180,ORD004453,P0056,2,1.8,0.0,3.6,0.72,
OI0021181,ORD004453,P0025,4,4.8,0.0,19.2,0.0,
OI0021182,ORD004453,P0015,1,2.4,0.0,2.4,0.0,
OI0021183,ORD004454,P0040,1,3.0,0.0,3.0,0.0,
OI0021184,ORD004454,P0035,3,0.95,0.0,2.85,0.0,
OI0021185,ORD004454,P0051,1,2.1,0.0,2.1,0.42,
OI0021186,ORD004454,P0013,1,3.8,0.0,3.8,0.0,
OI0021187,ORD004454,P0055,1,3.2,0.0,3.2,0.64,
OI0021188,ORD004455,P0005,1,2.0,0.0,2.0,0.0,
OI0021189,ORD004455,P0058,2,5.2,0.0,10.4,2.08,
OI0021190,ORD004455,P0034,1,1.8,0.0,1.8,0.0,
OI0021191,ORD004456,P0022,1,2.75,0.0,2.75,0.0,
OI0021192,ORD004456,P0023,5,1.6,0.0,8.0,0.0,
OI0021193,ORD004456,P0040,1,3.0,0.0,3.0,0.0,
OI0021194,ORD004456,P0062,1,3.2,0.0,3.2,0.64,
OI0021195,ORD004457,P0025,2,4.8,0.96,8.64,0.0,PROMO004
OI0021196,ORD004457,P0055,4,3.2,0.0,12.8,2.56,
OI0021197,ORD004457,P0012,2,3.2,0.0,6.4,0.0,
OI0021198,ORD004458,P0006,1,1.5,0.0,1.5,0.0,
OI0021199,ORD004458,P0009,1,3.0,0.0,3.0,0.0,
OI0021200,ORD004458,P0020,4,2.6,1.25,9.15,0.0,PROMO003
OI0021201,ORD004459,P0046,1,1.9,0.0,1.9,0.38,
OI0021202,ORD004459,P0040,2,3.0,0.0,6.0,0.0,
OI0021203,ORD004459,P0035,3,0.95,0.0,2.85,0.0,
OI0021204,ORD004460,P0056,1,1.8,0.0,1.8,0.36,
OI0021205,ORD004460,P0037,1,0.75,0.0,0.75,0.0,
OI0021206,ORD004460,P0007,3,0.95,0.0,2.85,0.0,
OI0021207,ORD004460,P0006,1,1.5,0.0,1.5,0.0,
OI0021208,ORD004460,P0064,3,1.5,0.0,4.5,0.9,
OI0021209,ORD004460,P0015,5,2.4,0.0,12.0,0.0,
OI0021210,ORD004461,P0029,4,6.0,0.0,24.0,0.0,
OI0021211,ORD004461,P0017,1,1.3,0.0,1.3,0.0,
OI0021212,ORD004461,P0014,1,2.2,0.0,2.2,0.0,
OI0021213,ORD004461,P0011,1,1.85,0.0,1.85,0.0,
OI0021214,ORD004461,P0048,2,4.8,0.0,9.6,1.92,
OI0021215,ORD004461,P0023,2,1.6,0.0,3.2,0.0,
OI0021216,ORD004461,P0025,1,4.8,0.0,4.8,0.0,
OI0021217,ORD004462,P0032,1,3.5,0.0,3.5,0.0,
OI0021218,ORD004462,P0043,1,1.2,0.0,1.2,0.0,
OI0021219,ORD004462,P0004,1,1.1,0.0,1.1,0.0,
OI0021220,ORD004462,P0063,1,1.8,0.0,1.8,0.36,
OI0021221,ORD004462,P0034,1,1.8,0.0,1.8,0.0,
OI0021222,ORD004462,P0036,1,2.2,0.0,2.2,0.0,
OI0021223,ORD004462,P0026,4,7.2,0.0,28.8,0.0,
OI0021224,ORD004462,P0017,2,1.3,0.0,2.6,0.0,
OI0021225,ORD004463,P0060,2,2.2,0.0,4.4,0.88,
OI0021226,ORD004464,P0041,2,2.4,0.0,4.8,0.0,
OI0021227,ORD004464,P0058,2,5.2,0.0,10.4,2.08,
OI0021228,ORD004464,P0010,2,1.1,0.0,2.2,0.0,
OI0021229,ORD004465,P0046,1,1.9,0.0,1.9,0.38,
OI0021230,ORD004466,P0018,1,1.2,0.0,1.2,0.0,
OI0021231,ORD004467,P0053,2,1.2,0.0,2.4,0.48,
OI0021232,ORD004467,P0020,2,2.6,0.0,5.2,0.0,
OI0021233,ORD004468,P0006,5,1.5,0.0,7.5,0.0,
OI0021234,ORD004468,P0046,1,1.9,0.0,1.9,0.38,
OI0021235,ORD004468,P0038,2,0.85,0.0,1.7,0.0,
OI0021236,ORD004468,P0030,1,1.7,0.0,1.7,0.0,
OI0021237,ORD004468,P0020,2,2.6,0.0,5.2,0.0,
OI0021238,ORD004468,P0053,1,1.2,0.0,1.2,0.24,
OI0021239,ORD004468,P0060,2,2.2,0.0,4.4,0.88,
OI0021240,ORD004468,P0029,1,6.0,0.0,6.0,0.0,
OI0021241,ORD004469,P0046,1,1.9,0.0,1.9,0.38,
OI0021242,ORD004469,P0007,1,0.95,0.0,0.95,0.0,
OI0021243,ORD004469,P0031,3,2.6,0.0,7.8,0.0,
OI0021244,ORD004469,P0057,1,6.5,0.0,6.5,1.3,
OI0021245,ORD004469,P0064,4,1.5,0.0,6.0,1.2,
OI0021246,ORD004469,P0036,1,2.2,0.0,2.2,0.0,
OI0021247,ORD004470,P0014,1,2.2,0.0,2.2,0.0,
OI0021248,ORD004470,P0022,1,2.75,0.0,2.75,0.0,
OI0021249,ORD004470,P0026,1,7.2,0.0,7.2,0.0,
OI0021250,ORD004471,P0038,1,0.85,0.0,0.85,0.0,
OI0021251,ORD004471,P0048,4,4.8,0.0,19.2,3.84,
OI0021252,ORD004471,P0044,2,1.1,0.0,2.2,0.0,
OI0021253,ORD004471,P0029,1,6.0,0.0,6.0,0.0,
OI0021254,ORD004471,P0021,2,1.9,0.0,3.8,0.0,
OI0021255,ORD004471,P0007,2,0.95,0.0,1.9,0.0,
OI0021256,ORD004471,P0011,1,1.85,0.0,1.85,0.0,
OI0021257,ORD004471,P0066,1,2.6,0.0,2.6,0.52,
OI0021258,ORD004471,P0051,1,2.1,0.0,2.1,0.42,
OI0021259,ORD004472,P0062,1,3.2,0.0,3.2,0.64,
OI0021260,ORD004472,P0028,1,2.3,0.0,2.3,0.0,
OI0021261,ORD004472,P0005,2,2.0,0.0,4.0,0.0,
OI0021262,ORD004472,P0063,1,1.8,0.0,1.8,0.36,
OI0021263,ORD004472,P0042,2,2.0,0.0,4.0,0.0,
OI0021264,ORD004472,P0050,2,1.5,0.0,3.0,0.6,
OI0021265,ORD004472,P0016,1,2.0,0.0,2.0,0.0,
OI0021266,ORD004472,P0006,1,1.5,0.0,1.5,0.0,
OI0021267,ORD004472,P0008,1,2.1,0.0,2.1,0.0,
OI0021268,ORD004472,P0041,1,2.4,0.0,2.4,0.0,
OI0021269,ORD004472,P0023,1,1.6,0.19,1.41,0.0,PROMO003
OI0021270,ORD004472,P0034,1,1.8,0.0,1.8,0.0,
OI0021271,ORD004473,P0019,1,3.2,0.0,3.2,0.0,
OI0021272,ORD004473,P0032,3,3.5,0.0,10.5,0.0,
OI0021273,ORD004473,P0030,3,1.7,0.0,5.1,0.0,
OI0021274,ORD004473,P0022,4,2.75,0.0,11.0,0.0,
OI0021275,ORD004473,P0038,1,0.85,0.0,0.85,0.0,
OI0021276,ORD004473,P0006,2,1.5,0.0,3.0,0.0,
OI0021277,ORD004473,P0034,1,1.8,0.0,1.8,0.0,
OI0021278,ORD004474,P0034,1,1.8,0.0,1.8,0.0,
OI0021279,ORD004474,P0009,1,3.0,0.0,3.0,0.0,
OI0021280,ORD004474,P0010,1,1.1,0.0,1.1,0.0,
OI0021281,ORD004474,P0048,2,4.8,0.0,9.6,1.92,
OI0021282,ORD004474,P0042,2,2.0,0.0,4.0,0.0,
OI0021283,ORD004474,P0064,2,1.5,0.0,3.0,0.6,
OI0021284,ORD004474,P0029,2,6.0,1.2,10.8,0.0,PROMO004
OI0021285,ORD004474,P0018,5,1.2,0.0,6.0,0.0,
OI0021286,ORD004475,P0050,2,1.5,0.0,3.0,0.6,
OI0021287,ORD004475,P0045,2,3.0,0.0,6.0,1.2,
OI0021288,ORD004475,P0040,1,3.0,0.0,3.0,0.0,
OI0021289,ORD004475,P0015,3,2.4,0.0,7.2,0.0,
OI0021290,ORD004475,P0005,2,2.0,0.0,4.0,0.0,
OI0021291,ORD004476,P0007,6,0.95,0.0,5.7,0.0,
OI0021292,ORD004476,P0005,3,2.0,0.0,6.0,0.0,
OI0021293,ORD004476,P0025,2,4.8,0.0,9.6,0.0,
OI0021294,ORD004477,P0060,2,2.2,0.0,4.4,0.88,
OI0021295,ORD004477,P0041,2,2.4,0.0,4.8,0.0,
OI0021296,ORD004477,P0051,2,2.1,0.0,4.2,0.84,
OI0021297,ORD004477,P0004,1,1.1,0.0,1.1,0.0,
OI0021298,ORD004478,P0063,2,1.8,0.0,3.6,0.72,
OI0021299,ORD004478,P0004,3,1.1,0.0,3.3,0.0,
OI0021300,ORD004479,P0023,2,1.6,0.0,3.2,0.0,
OI0021301,ORD004480,P0016,1,2.0,0.0,2.0,0.0,
OI0021302,ORD004480,P0063,2,1.8,0.0,3.6,0.72,
OI0021303,ORD004480,P0060,3,2.2,0.0,6.6,1.32,
OI0021304,ORD004480,P0054,3,1.7,0.0,5.1,1.02,
OI0021305,ORD004481,P0032,5,3.5,0.0,17.5,0.0,
OI0021306,ORD004481,P0041,1,2.4,0.0,2.4,0.0,
OI0021307,ORD004481,P0066,1,2.6,0.0,2.6,0.52,
OI0021308,ORD004481,P0012,1,3.2,0.0,3.2,0.0,
OI0021309,ORD004481,P0034,4,1.8,0.0,7.2,0.0,
OI0021310,ORD004481,P0006,1,1.5,0.0,1.5,0.0,
OI0021311,ORD004482,P0026,1,7.2,0.0,7.2,0.0,
OI0021312,ORD004482,P0041,2,2.4,0.0,4.8,0.0,
OI0021313,ORD004482,P0038,2,0.85,0.0,1.7,0.0,
OI0021314,ORD004482,P0024,5,6.2,0.0,31.0,0.0,
OI0021315,ORD004483,P0062,4,3.2,0.0,12.8,2.56,
OI0021316,ORD004483,P0018,1,1.2,0.0,1.2,0.0,
OI0021317,ORD004483,P0030,1,1.7,0.0,1.7,0.0,
OI0021318,ORD004483,P0052,1,0.9,0.3,0.6,0.12,PROMO005
OI0021319,ORD004483,P0012,2,3.2,0.0,6.4,0.0,
OI0021320,ORD004483,P0023,1,1.6,0.0,1.6,0.0,
OI0021321,ORD004483,P0024,2,6.2,0.0,12.4,0.0,
OI0021322,ORD004483,P0031,3,2.6,0.0,7.8,0.0,
OI0021323,ORD004484,P0055,3,3.2,0.0,9.6,1.92,
OI0021324,ORD004484,P0014,2,2.2,0.0,4.4,0.0,
OI0021325,ORD004484,P0062,2,3.2,0.0,6.4,1.28,
OI0021326,ORD004484,P0008,2,2.1,0.0,4.2,0.0,
OI0021327,ORD004485,P0044,1,1.1,0.0,1.1,0.0,
OI0021328,ORD004485,P0056,5,1.8,0.0,9.0,1.8,
OI0021329,ORD004485,P0035,1,0.95,0.0,0.95,0.0,
OI0021330,ORD004485,P0048,1,4.8,0.0,4.8,0.96,
OI0021331,ORD004485,P0046,2,1.9,0.0,3.8,0.76,
OI0021332,ORD004485,P0053,1,1.2,0.0,1.2,0.24,
OI0021333,ORD004485,P0018,1,1.2,0.0,1.2,0.0,
OI0021334,ORD004486,P0054,1,1.7,0.0,1.7,0.34,
OI0021335,ORD004486,P0022,2,2.75,0.0,5.5,0.0,
OI0021336,ORD004486,P0042,1,2.0,0.0,2.0,0.0,
OI0021337,ORD004486,P0030,2,1.7,0.0,3.4,0.0,
OI0021338,ORD004486,P0055,2,3.2,0.0,6.4,1.28,
OI0021339,ORD004486,P0013,3,3.8,0.0,11.4,0.0,
OI0021340,ORD004486,P0040,1,3.0,0.0,3.0,0.0,
OI0021341,ORD004487,P0064,1,1.5,0.0,1.5,0.3,
OI0021342,ORD004487,P0038,1,0.85,0.0,0.85,0.0,
OI0021343,ORD004487,P0017,2,1.3,0.0,2.6,0.0,
OI0021344,ORD004487,P0026,1,7.2,0.0,7.2,0.0,
OI0021345,ORD004487,P0065,1,2.0,0.0,2.0,0.4,
OI0021346,ORD004487,P0047,1,1.85,0.15,1.7,0.34,PROMO006
OI0021347,ORD004488,P0052,1,0.9,0.0,0.9,0.18,
OI0021348,ORD004488,P0056,1,1.8,0.0,1.8,0.36,
OI0021349,ORD004488,P0006,1,1.5,0.0,1.5,0.0,
OI0021350,ORD004488,P0058,3,5.2,0.0,15.6,3.12,
OI0021351,ORD004489,P0058,1,5.2,0.0,5.2,1.04,
OI0021352,ORD004490,P0013,2,3.8,0.0,7.6,0.0,
OI0021353,ORD004490,P0020,3,2.6,0.0,7.8,0.0,
OI0021354,ORD004490,P0058,2,5.2,0.0,10.4,2.08,
OI0021355,ORD004490,P0065,2,2.0,0.0,4.0,0.8,
OI0021356,ORD004491,P0025,1,4.8,0.0,4.8,0.0,
OI0021357,ORD004491,P0039,2,5.5,0.0,11.0,0.0,
OI0021358,ORD004492,P0052,5,0.9,0.0,4.5,0.9,
OI0021359,ORD004492,P0018,4,1.2,0.0,4.8,0.0,
OI0021360,ORD004492,P0051,1,2.1,0.0,2.1,0.42,
OI0021361,ORD004493,P0053,1,1.2,0.0,1.2,0.24,
OI0021362,ORD004493,P0026,1,7.2,0.0,7.2,0.0,
OI0021363,ORD004494,P0065,3,2.0,0.0,6.0,1.2,
OI0021364,ORD004494,P0035,2,0.95,0.0,1.9,0.0,
OI0021365,ORD004494,P0061,2,2.6,0.0,5.2,1.04,
OI0021366,ORD004494,P0004,1,1.1,0.0,1.1,0.0,
OI0021367,ORD004494,P0040,3,3.0,0.0,9.0,0.0,
OI0021368,ORD004495,P0047,3,1.85,0.0,5.55,1.11,
OI0021369,ORD004495,P0050,4,1.5,0.0,6.0,1.2,
OI0021370,ORD004495,P0045,1,3.0,0.0,3.0,0.6,
OI0021371,ORD004495,P0048,1,4.8,0.0,4.8,0.96,
OI0021372,ORD004495,P0013,3,3.8,0.0,11.4,0.0,
OI0021373,ORD004495,P0062,2,3.2,0.0,6.4,1.28,
OI0021374,ORD004496,P0051,1,2.1,0.0,2.1,0.42,
OI0021375,ORD004496,P0031,2,2.6,0.0,5.2,0.0,
OI0021376,ORD004496,P0036,3,2.2,0.0,6.6,0.0,
OI0021377,ORD004496,P0043,2,1.2,0.0,2.4,0.0,
OI0021378,ORD004496,P0021,5,1.9,0.0,9.5,0.0,
OI0021379,ORD004496,P0041,1,2.4,0.0,2.4,0.0,
OI0021380,ORD004497,P0036,1,2.2,0.0,2.2,0.0,
OI0021381,ORD004497,P0011,3,1.85,0.0,5.55,0.0,
OI0021382,ORD004497,P0007,3,0.95,0.0,2.85,0.0,
OI0021383,ORD004497,P0039,1,5.5,0.0,5.5,0.0,
OI0021384,ORD004497,P0042,6,2.0,0.0,12.0,0.0,
OI0021385,ORD004498,P0017,2,1.3,0.0,2.6,0.0,
OI0021386,ORD004498,P0008,4,2.1,0.0,8.4,0.0,
OI0021387,ORD004498,P0057,1,6.5,0.0,6.5,1.3,
OI0021388,ORD004498,P0031,1,2.6,0.0,2.6,0.0,
OI0021389,ORD004498,P0051,1,2.1,0.3,1.8,0.36,PROMO005
OI0021390,ORD004498,P0054,2,1.7,0.6,2.8,0.56,PROMO005
OI0021391,ORD004498,P0065,2,2.0,0.0,4.0,0.8,
OI0021392,ORD004499,P0057,3,6.5,0.0,19.5,3.9,
OI0021393,ORD004499,P0055,2,3.2,0.0,6.4,1.28,
OI0021394,ORD004500,P0053,5,1.2,0.0,6.0,1.2,
OI0021395,ORD004500,P0034,2,1.8,0.0,3.6,0.0,
OI0021396,ORD004500,P0010,4,1.1,0.0,4.4,0.0,
OI0021397,ORD004500,P0020,4,2.6,0.0,10.4,0.0,
OI0021398,ORD004500,P0026,1,7.2,0.0,7.2,0.0,
OI0021399,ORD004500,P0031,5,2.6,0.0,13.0,0.0,
OI0021400,ORD004500,P0058,1,5.2,0.0,5.2,1.04,
OI0021401,ORD004500,P0039,3,5.5,0.0,16.5,0.0,
OI0021402,ORD004501,P0062,1,3.2,0.0,3.2,0.64,
OI0021403,ORD004501,P0007,3,0.95,0.0,2.85,0.0,
OI0021404,ORD004501,P0058,1,5.2,0.0,5.2,1.04,
OI0021405,ORD004501,P0036,4,2.2,0.0,8.8,0.0,
OI0021406,ORD004501,P0045,1,3.0,0.0,3.0,0.6,
OI0021407,ORD004501,P0039,1,5.5,0.0,5.5,0.0,
OI0021408,ORD004502,P0026,4,7.2,2.88,25.92,0.0,PROMO004
OI0021409,ORD004503,P0063,3,1.8,0.0,5.4,1.08,
OI0021410,ORD004503,P0051,5,2.1,0.0,10.5,2.1,
OI0021411,ORD004503,P0011,3,1.85,0.0,5.55,0.0,
OI0021412,ORD004503,P0026,1,7.2,0.0,7.2,0.0,
OI0021413,ORD004503,P0010,3,1.1,0.0,3.3,0.0,
OI0021414,ORD004504,P0015,1,2.4,0.0,2.4,0.0,
OI0021415,ORD004504,P0041,2,2.4,0.0,4.8,0.0,
OI0021416,ORD004504,P0023,1,1.6,0.0,1.6,0.0,
OI0021417,ORD004504,P0004,3,1.1,0.0,3.3,0.0,
OI0021418,ORD004504,P0034,1,1.8,0.0,1.8,0.0,
OI0021419,ORD004505,P0050,1,1.5,0.0,1.5,0.3,
OI0021420,ORD004505,P0019,5,3.2,0.0,16.0,0.0,
OI0021421,ORD004505,P0039,2,5.5,0.0,11.0,0.0,
OI0021422,ORD004505,P0013,1,3.8,0.0,3.8,0.0,
OI0021423,ORD004505,P0017,2,1.3,0.0,2.6,0.0,
OI0021424,ORD004505,P0032,1,3.5,0.0,3.5,0.0,
OI0021425,ORD004506,P0021,2,1.9,0.0,3.8,0.0,
OI0021426,ORD004506,P0062,1,3.2,0.0,3.2,0.64,
OI0021427,ORD004506,P0064,5,1.5,0.0,7.5,1.5,
OI0021428,ORD004506,P0007,6,0.95,0.0,5.7,0.0,
OI0021429,ORD004506,P0024,3,6.2,0.0,18.6,0.0,
OI0021430,ORD004506,P0016,5,2.0,0.0,10.0,0.0,
OI0021431,ORD004507,P0004,2,1.1,0.0,2.2,0.0,
OI0021432,ORD004507,P0042,2,2.0,0.4,3.6,0.0,PROMO001
OI0021433,ORD004507,P0012,1,3.2,0.0,3.2,0.0,
OI0021434,ORD004507,P0006,1,1.5,0.0,1.5,0.0,
OI0021435,ORD004507,P0060,1,2.2,0.0,2.2,0.44,
OI0021436,ORD004507,P0041,1,2.4,0.24,2.16,0.0,PROMO001
OI0021437,ORD004507,P0008,2,2.1,0.0,4.2,0.0,
OI0021438,ORD004508,P0062,4,3.2,0.0,12.8,2.56,
OI0021439,ORD004508,P0021,4,1.9,0.0,7.6,0.0,
OI0021440,ORD004508,P0013,1,3.8,0.0,3.8,0.0,
OI0021441,ORD004508,P0045,2,3.0,0.0,6.0,1.2,
OI0021442,ORD004508,P0030,2,1.7,0.0,3.4,0.0,
OI0021443,ORD004508,P0032,1,3.5,0.0,3.5,0.0,
OI0021444,ORD004508,P0018,1,1.2,0.0,1.2,0.0,
OI0021445,ORD004508,P0065,1,2.0,0.0,2.0,0.4,
OI0021446,ORD004509,P0047,2,1.85,0.0,3.7,0.74,
OI0021447,ORD004509,P0048,2,4.8,0.0,9.6,1.92,
OI0021448,ORD004509,P0050,6,1.5,0.0,9.0,1.8,
OI0021449,ORD004509,P0018,1,1.2,0.0,1.2,0.0,
OI0021450,ORD004510,P0060,3,2.2,0.0,6.6,1.32,
OI0021451,ORD004510,P0037,3,0.75,0.0,2.25,0.0,
OI0021452,ORD004510,P0050,3,1.5,0.0,4.5,0.9,
OI0021453,ORD004510,P0025,3,4.8,1.44,12.96,0.0,PROMO004
OI0021454,ORD004510,P0030,3,1.7,0.0,5.1,0.0,
OI0021455,ORD004510,P0028,4,2.3,0.0,9.2,0.0,
OI0021456,ORD004510,P0039,3,5.5,0.0,16.5,0.0,
OI0021457,ORD004511,P0010,1,1.1,0.0,1.1,0.0,
OI0021458,ORD004511,P0031,1,2.6,0.0,2.6,0.0,
OI0021459,ORD004511,P0060,3,2.2,0.0,6.6,1.32,
OI0021460,ORD004511,P0021,4,1.9,0.0,7.6,0.0,
OI0021461,ORD004511,P0038,3,0.85,0.0,2.55,0.0,
OI0021462,ORD004511,P0004,1,1.1,0.0,1.1,0.0,
OI0021463,ORD004512,P0015,1,2.4,0.0,2.4,0.0,
OI0021464,ORD004512,P0034,2,1.8,0.0,3.6,0.0,
OI0021465,ORD004512,P0019,1,3.2,0.0,3.2,0.0,
OI0021466,ORD004512,P0010,1,1.1,0.0,1.1,0.0,
OI0021467,ORD004512,P0032,1,3.5,0.0,3.5,0.0,
OI0021468,ORD004513,P0038,1,0.85,0.0,0.85,0.0,
OI0021469,ORD004513,P0063,1,1.8,0.0,1.8,0.36,
OI0021470,ORD004513,P0013,3,3.8,0.0,11.4,0.0,
OI0021471,ORD004513,P0022,1,2.75,0.0,2.75,0.0,
OI0021472,ORD004514,P0039,1,5.5,0.0,5.5,0.0,
OI0021473,ORD004514,P0066,1,2.6,0.0,2.6,0.52,
OI0021474,ORD004514,P0041,2,2.4,0.0,4.8,0.0,
OI0021475,ORD004514,P0034,5,1.8,0.0,9.0,0.0,
OI0021476,ORD004514,P0017,4,1.3,0.0,5.2,0.0,
OI0021477,ORD004514,P0014,1,2.2,0.0,2.2,0.0,
OI0021478,ORD004514,P0037,3,0.75,0.0,2.25,0.0,
OI0021479,ORD004515,P0051,2,2.1,0.0,4.2,0.84,
OI0021480,ORD004515,P0010,2,1.1,0.0,2.2,0.0,
OI0021481,ORD004515,P0065,4,2.0,0.0,8.0,1.6,
OI0021482,ORD004515,P0013,3,3.8,0.0,11.4,0.0,
OI0021483,ORD004515,P0045,2,3.0,0.0,6.0,1.2,
